product_id,sku,vendor,status,image_full,image_thumb
gid://shopify/Product/15544913363017,CG0827,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0827.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0827-300x300.png
gid://shopify/Product/15544913526857,CG0828,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0828.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0828-300x300.png
gid://shopify/Product/15544913395785,CG0829,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0829.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0829-300x300.png
gid://shopify/Product/15544913559625,CG0830,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0830.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0830-300x300.png
gid://shopify/Product/15547028144201,CG0830,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0830.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0830-300x300.png
gid://shopify/Product/15544913428553,CG0832,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0832.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0832-300x300.png
gid://shopify/Product/15544913461321,CG0834,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0834.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0834-300x300.png
gid://shopify/Product/15544913592393,CG0846,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0846.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0846-300x300.png
gid://shopify/Product/15544913625161,CG0850,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0850.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CG0850-300x300.png
gid://shopify/Product/15544892751945,CR0062,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/CR0062.png,https://www.akwa.co.za/wp-content/uploads/2020/05/CR0062-300x300.png
gid://shopify/Product/15544896684105,DF1301,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1301.png,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1301-300x300.png
gid://shopify/Product/15544896389193,DF1302,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1302.png,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1302-300x300.png
gid://shopify/Product/15544896421961,DF1309,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1309.png,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1309-300x300.png
gid://shopify/Product/15544896749641,DF1310,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1310.png,https://www.akwa.co.za/wp-content/uploads/2020/05/DF1310-300x300.png
gid://shopify/Product/15544916967497,DYM0019,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0019.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0019-300x300.png
gid://shopify/Product/15544917164105,DYM0288,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0288.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0288-300x300.png
gid://shopify/Product/15544916934729,DYM0289,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0289.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0289-300x300.png
gid://shopify/Product/15544915427401,DYM0576,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0576-e1748865838984.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0576-e1748865838984-300x300.png
gid://shopify/Product/15544915689545,DYM0577,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0577-e1748865768171.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0577-e1748865768171-300x300.png
gid://shopify/Product/15544915460169,DYM0578,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0578-e1748865713186.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0578-e1748865713186-300x300.png
gid://shopify/Product/15544915722313,DYM0579,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0579-e1748865654532.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0579-e1748865654532-300x300.png
gid://shopify/Product/15544915492937,DYM0580,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0580-e1748865580275.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0580-e1748865580275-300x300.png
gid://shopify/Product/15544915755081,DYM0581,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0581-e1748865527540.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0581-e1748865527540-300x300.png
gid://shopify/Product/15544915787849,DYM0582,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0582-e1748865488971.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0582-e1748865488971-300x300.png
gid://shopify/Product/15544917033033,DYM0718,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0718.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM0718-300x300.png
gid://shopify/Product/15544918376521,DYM0758,Aqua Cube,ARCHIVED,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0758-e1748863434681.png,https://www.akwa.co.za/wp-content/uploads/2025/01/DYM0758-e1748863434681-300x300.png
gid://shopify/Product/15544900419657,DYM1010,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/03/DYM1010.png,https://www.akwa.co.za/wp-content/uploads/2026/03/DYM1010-300x300.png
gid://shopify/Product/15544900714569,DYM1011,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM1011.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM1011-300x300.png
gid://shopify/Product/15544900747337,DYM1013,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/03/DYM1013.png,https://www.akwa.co.za/wp-content/uploads/2026/03/DYM1013-300x300.png
gid://shopify/Product/15544900485193,DYM1014,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM1014.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM1014-300x300.png
gid://shopify/Product/15544900780105,DYM1015,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM1015.png,https://www.akwa.co.za/wp-content/uploads/2026/01/DYM1015-300x300.png
gid://shopify/Product/15544900517961,DYM1020,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2026/03/DYM1020.png,https://www.akwa.co.za/wp-content/uploads/2026/03/DYM1020-300x300.png
gid://shopify/Product/15544908054601,EFC0800,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/07/EFC0800.png,https://www.akwa.co.za/wp-content/uploads/2020/07/EFC0800-300x300.png
gid://shopify/Product/15544922046537,FB0188,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/05/FB0188.png,https://www.akwa.co.za/wp-content/uploads/2020/05/FB0188-300x300.png
gid://shopify/Product/15544895602761,FC0380,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0380.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0380-300x300.png
gid://shopify/Product/15544895930441,FC0381,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0381.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0381-300x300.png
gid://shopify/Product/15544895635529,FC0382,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0382.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0382-300x300.png
gid://shopify/Product/15544895668297,FC0383,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0383.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0383-300x300.png
gid://shopify/Product/15544895701065,FC0384,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0384.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0384-300x300.png
gid://shopify/Product/15544896028745,FC0385,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0385.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0385-300x300.png
gid://shopify/Product/15544895733833,FC0386,Aqua Cube,DRAFT,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0386.png,https://www.akwa.co.za/wp-content/uploads/2020/03/FC0386-300x300.png
