product_id,name,price,in_stock,product_url,image_url,sku_from_image
"2885","PVC TUBING 20mm (30m ROLL)","R653.70 Excl. Vat","Yes","https://www.akwa.co.za/product/pvc-tubing-20mm-30m-roll/","https://www.akwa.co.za/wp-content/uploads/2020/05/AA0518-Tube-300x300.png","AA0518-Tube"
"2886","PVC TUBING 25mm (20m ROLL)","R669.10 Excl. Vat","Yes","https://www.akwa.co.za/product/pvc-tubing-25mm-20m-roll/","https://www.akwa.co.za/wp-content/uploads/2020/05/AA0519-Tube-300x300.png","AA0519-Tube"
"18020","PVC TUBING 4mm x 100m GREEN/WHITE","R408.05 Excl. Vat","Yes","https://www.akwa.co.za/product/pvc-tubing-4mm-x-100m-green-white/","https://www.akwa.co.za/wp-content/uploads/2020/05/AL0518-300x300.png","AL0518"
"18175","PVC TUBING 6mm (30m ROLL)","R161.90 Excl. Vat","Yes","https://www.akwa.co.za/product/pvc-tubing-6mm-30m-roll/","https://www.akwa.co.za/wp-content/uploads/2025/03/AA0512-Tube-e1748861201536-300x300.png","AA0512-Tube"
"2881","PVC TUBING 8mm (30m ROLL)","R172.40 Excl. Vat","Yes","https://www.akwa.co.za/product/pvc-tubing-8mm-30m-roll/","https://www.akwa.co.za/wp-content/uploads/2020/05/AA0513-Tube-300x300.png","AA0513-Tube"
"2923","AIRSTONE ROUND 30mm","R9.90 Excl. Vat","Yes","https://www.akwa.co.za/product/airstone-round-30mm/","https://www.akwa.co.za/wp-content/uploads/2020/05/AS0540-300x300.png","AS0540"
"2905","DOPHIN AIRSTONE COLOURED LED SMALL – 260mm","R201.05 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-airstone-coloured-led-small-260mm/","https://www.akwa.co.za/wp-content/uploads/2020/05/AS0520-300x300.png","AS0520"
"13616","DOPHIN FEEDING RING / MC112","R15.50 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-feeding-ring-mc112/","https://www.akwa.co.za/wp-content/uploads/2023/09/AA0530-300x300.png","AA0530"
"2899","DOPHIN LCD AUTO FEEDER AF013","R354.20 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-lcd-auto-feeder-af012/","https://www.akwa.co.za/wp-content/uploads/2023/08/FT0320-300x300.png","FT0320"
"13617","DOPHIN SNAIL CATCHER / MC111","R40.35 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-snail-catcher-mc111/","https://www.akwa.co.za/wp-content/uploads/2023/09/AA0531-300x300.png","AA0531"
"11218","JBL PRO HARU RAPID GLUE – 20g","R221.45 Excl. Vat","Yes","https://www.akwa.co.za/product/jbl-pro-haru-rapid-glue-20g/","https://www.akwa.co.za/wp-content/uploads/2022/07/JBL61399-300x300.png","JBL61399"
"11222","JBL PROSCAPE VOLCANO MINERAL – 9L","R423.80 Excl. Vat","Yes","https://www.akwa.co.za/product/jbl-proscape-volcano-mineral-9l/","https://www.akwa.co.za/wp-content/uploads/2022/07/JBL67078-300x300.png","JBL67078"
"2603","DOPHIN 6500 SINGLE OUTLET AIR PUMP","R98.60 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-6500-single-outlet-air-pump/","https://www.akwa.co.za/wp-content/uploads/2020/04/RA0245-300x300.png","RA0245"
"2604","DOPHIN 7500 DOUBLE – 2 STEP","R126.35 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-7500-double-2-step/","https://www.akwa.co.za/wp-content/uploads/2020/04/RA0246-300x300.png","RA0246"
"2605","DOPHIN 8500 DOUBLE – 3 STEP","R156.10 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-8500-double-3-step/","https://www.akwa.co.za/wp-content/uploads/2020/04/RA0247-1-300x300.png","RA0247-1"
"2620","MAGNETIC PISTON AIR PUMP ACO-002 (35W) 0.03 MPA/40L/MIN","R443.00 Excl. Vat","Yes","https://www.akwa.co.za/product/magnetic-piston-air-pump-aco-002-0-03-mpa-40l-min/","https://www.akwa.co.za/wp-content/uploads/2020/04/RB0251-300x300.png","RB0251"
"2622","MAGNETIC PISTON AIR PUMP ACO-004 (55-60W) 0.035 MPA/60L/MIN","R718.90 Excl. Vat","Yes","https://www.akwa.co.za/product/magnetic-piston-air-pump-aco-004-0-035-mpa-60l-min/","https://www.akwa.co.za/wp-content/uploads/2020/04/RB0251-300x300.png","RB0251"
"2619","REGENT 8500 DOUBLE OUTLET (OLD TYPE)","R224.70 Excl. Vat","Yes","https://www.akwa.co.za/product/regent-8500-double-outlet-old-type/","https://www.akwa.co.za/wp-content/uploads/2020/04/RA0252-300x300.png","RA0252"
"2616","REGENT 9500 DOUBLE FLOW CONTROL 240 L/H","R227.15 Excl. Vat","Yes","https://www.akwa.co.za/product/regent-9500-double-flow-control-240-l-h/","https://www.akwa.co.za/wp-content/uploads/2020/04/RA0248-300x300.png","RA0248"
"2159","36″ CANOPY – 915 x 335mm","R205.20 Excl. Vat","Yes","https://www.akwa.co.za/product/36-canopy-915-x-335mm/","https://www.akwa.co.za/wp-content/uploads/2020/03/AC0163-INSIDE-300x300.png","AC0163-INSIDE"
"2160","36″ CANOPY WITH 2x LED LIGHTS – 915 x 335mm","R507.10 Excl. Vat","Yes","https://www.akwa.co.za/product/36-canopy-with-2x-led-lights/","https://www.akwa.co.za/wp-content/uploads/2020/03/AC0163L-300x300.png","AC0163L"
"2161","48″ CANOPY – 1225 x 455mm","R363.15 Excl. Vat","Yes","https://www.akwa.co.za/product/48-canopy-1225-x-455mm/","https://www.akwa.co.za/wp-content/uploads/2020/03/AC0164-INSIDE-300x300.png","AC0164-INSIDE"
"2162","48″ CANOPY WITH 2x LED LIGHTS – 1225 x 455mm","R651.80 Excl. Vat","Yes","https://www.akwa.co.za/product/48-canopy-with-2x-led-lights/","https://www.akwa.co.za/wp-content/uploads/2020/03/AC0164L-300x300.png","AC0164L"
"19499","CANOPY – 225mm x 150mm","R49.50 Excl. Vat","Yes","https://www.akwa.co.za/product/canopy-225mm-x-150mm/","https://www.akwa.co.za/wp-content/uploads/2025/08/AC0155-300x300.png","AC0155"
