SKU,Handle,Title,Vendor,Collections,Bing_Image_Search,Google_Image_Search,Chosen_Image_URL,Source_File
VOONLINE054,voonline-vl054-aquarium-landscaping-sand,Voonline VL054 Aquarium Landscaping Sand,Voonline,Substrate,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL054%20Aquarium%20Landscaping%20Sand,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL054%20Aquarium%20Landscaping%20Sand,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE120,voonline-vl120-aquarium-landscaping-rocks,Voonline VL120 Aquarium Landscaping Rocks,Voonline,Hardscape,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL120%20Aquarium%20Landscaping%20Rocks,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL120%20Aquarium%20Landscaping%20Rocks,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE248,voonline-vl248-aquarium-landscaping-rocks,Voonline VL248 Aquarium Landscaping Rocks,Voonline,Hardscape,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL248%20Aquarium%20Landscaping%20Rocks,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL248%20Aquarium%20Landscaping%20Rocks,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE197,voonline-vl197-black-lava-rocks,Voonline VL197 Black Lava Rocks,Voonline,Hardscape,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL197%20Black%20Lava%20Rocks,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL197%20Black%20Lava%20Rocks,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE198,voonline-vl198-red-lava-rocks,Voonline VL198 Red Lava Rocks,Voonline,Hardscape,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL198%20Red%20Lava%20Rocks,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL198%20Red%20Lava%20Rocks,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE082,voonline-vl082-digital-thermometer-sticker,Voonline VL082 Digital Thermometer Sticker,Voonline,Maintenance,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL082%20Digital%20Thermometer%20Sticker,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL082%20Digital%20Thermometer%20Sticker,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE6IN1,voonline-6in1-test-strips-50pcs,Voonline 6in1 Test Strips 50pcs,Voonline,Water Testing,https://www.bing.com/images/search?q=Voonline%20Voonline%206in1%20Test%20Strips%2050pcs,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%206in1%20Test%20Strips%2050pcs,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE030,voonline-vl030-black-cleaning-towel,Voonline VL030 Black Cleaning Towel,Voonline,Maintenance,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL030%20Black%20Cleaning%20Towel,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL030%20Black%20Cleaning%20Towel,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE101,voonline-vl101-aquarium-mat-40x40cm,Voonline VL101 Aquarium Mat 40x40cm,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL101%20Aquarium%20Mat%2040x40cm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL101%20Aquarium%20Mat%2040x40cm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE102,voonline-vl102-aquarium-mat-45x30cm,Voonline VL102 Aquarium Mat 45x30cm,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL102%20Aquarium%20Mat%2045x30cm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL102%20Aquarium%20Mat%2045x30cm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE104,voonline-vl104-aquarium-mat-60x30cm,Voonline VL104 Aquarium Mat 60x30cm,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL104%20Aquarium%20Mat%2060x30cm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL104%20Aquarium%20Mat%2060x30cm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE109,voonline-vl109-aquarium-mat-90x45cm,Voonline VL109 Aquarium Mat 90x45cm,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL109%20Aquarium%20Mat%2090x45cm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL109%20Aquarium%20Mat%2090x45cm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE112,voonline-vl112-aquarium-mat-120x45cm,Voonline VL112 Aquarium Mat 120x45cm,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL112%20Aquarium%20Mat%20120x45cm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL112%20Aquarium%20Mat%20120x45cm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE190,voonline-vl190-aquarium-anti-jump-net-small,Voonline VL190 Aquarium Anti-jump Net Small,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL190%20Aquarium%20Anti-jump%20Net%20Small,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL190%20Aquarium%20Anti-jump%20Net%20Small,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE191,voonline-vl191-aquarium-anti-jump-net-medium,Voonline VL191 Aquarium Anti-jump Net Medium,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL191%20Aquarium%20Anti-jump%20Net%20Medium,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL191%20Aquarium%20Anti-jump%20Net%20Medium,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE192,voonline-vl192-aquarium-anti-jump-net-large,Voonline VL192 Aquarium Anti-jump Net Large,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL192%20Aquarium%20Anti-jump%20Net%20Large,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL192%20Aquarium%20Anti-jump%20Net%20Large,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE256,voonline-vl256-aquarium-magnetic-anti-jump-net,Voonline VL256 Aquarium Magnetic Anti-jump Net,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL256%20Aquarium%20Magnetic%20Anti-jump%20Net,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL256%20Aquarium%20Magnetic%20Anti-jump%20Net,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE258,voonline-vl258-aquarium-magnetic-anti-jump-net,Voonline VL258 Aquarium Magnetic Anti-jump Net,Voonline,Accessories,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL258%20Aquarium%20Magnetic%20Anti-jump%20Net,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL258%20Aquarium%20Magnetic%20Anti-jump%20Net,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE188,voonline-vl188-mini-magnet-cleaner,Voonline VL188 Mini Magnet Cleaner,Voonline,Maintenance,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL188%20Mini%20Magnet%20Cleaner,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL188%20Mini%20Magnet%20Cleaner,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE3IN1A,voonline-3in1-algae-scraper-42mm,Voonline 3in1 Algae Scraper 42mm,Voonline,Maintenance,https://www.bing.com/images/search?q=Voonline%20Voonline%203in1%20Algae%20Scraper%2042mm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%203in1%20Algae%20Scraper%2042mm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE3IN1B,voonline-3in1-algae-scraper-62mm,Voonline 3in1 Algae Scraper 62mm,Voonline,Maintenance,https://www.bing.com/images/search?q=Voonline%20Voonline%203in1%20Algae%20Scraper%2062mm,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%203in1%20Algae%20Scraper%2062mm,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
CRASHSEED001,crash-aquatic-seed-a-mini-cow-hair-grass,Crash Aquatic Seed A Mini Cow Hair Grass,Crash,Plants,https://www.bing.com/images/search?q=Crash%20Crash%20Aquatic%20Seed%20A%20Mini%20Cow%20Hair%20Grass,https://www.google.com/search?tbm=isch&q=Crash%20Crash%20Aquatic%20Seed%20A%20Mini%20Cow%20Hair%20Grass,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
CRASHSEED002,crash-aquatic-seed-b-mini-pairs-of-leaves,Crash Aquatic Seed B Mini Pairs of Leaves,Crash,Plants,https://www.bing.com/images/search?q=Crash%20Crash%20Aquatic%20Seed%20B%20Mini%20Pairs%20of%20Leaves,https://www.google.com/search?tbm=isch&q=Crash%20Crash%20Aquatic%20Seed%20B%20Mini%20Pairs%20of%20Leaves,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
CRASHSEED003,crash-aquatic-seed-c-round-leaves,Crash Aquatic Seed C Round Leaves,Crash,Plants,https://www.bing.com/images/search?q=Crash%20Crash%20Aquatic%20Seed%20C%20Round%20Leaves,https://www.google.com/search?tbm=isch&q=Crash%20Crash%20Aquatic%20Seed%20C%20Round%20Leaves,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
CRASHSEED004,crash-aquatic-seed-d-colored-leaves,Crash Aquatic Seed D Colored Leaves,Crash,Plants,https://www.bing.com/images/search?q=Crash%20Crash%20Aquatic%20Seed%20D%20Colored%20Leaves,https://www.google.com/search?tbm=isch&q=Crash%20Crash%20Aquatic%20Seed%20D%20Colored%20Leaves,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
CRASHSEED005,crash-aquatic-seed-e-love-grass,Crash Aquatic Seed E Love Grass,Crash,Plants,https://www.bing.com/images/search?q=Crash%20Crash%20Aquatic%20Seed%20E%20Love%20Grass,https://www.google.com/search?tbm=isch&q=Crash%20Crash%20Aquatic%20Seed%20E%20Love%20Grass,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
FROZEDBRINE,freeze-dried-tubifex-worms-500ml,FREEZE DRIED TUBIFEX WORMS 500ml,Voonline,Food,https://www.bing.com/images/search?q=Voonline%20FREEZE%20DRIED%20TUBIFEX%20WORMS%20500ml,https://www.google.com/search?tbm=isch&q=Voonline%20FREEZE%20DRIED%20TUBIFEX%20WORMS%20500ml,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
FROZEKRILL,voonline-freeze-dried-antarctic-krill,Voonline Freeze Dried Antarctic Krill,Voonline,Food,https://www.bing.com/images/search?q=Voonline%20Voonline%20Freeze%20Dried%20Antarctic%20Krill,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20Freeze%20Dried%20Antarctic%20Krill,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
ARTEMIA425G,aquamaster-artemia-cysts-brine-shrimp-eggs-425g,Aquamaster Artemia Cysts Brine Shrimp Eggs 425g,Aquamaster,Food,https://www.bing.com/images/search?q=Aquamaster%20Aquamaster%20Artemia%20Cysts%20Brine%20Shrimp%20Eggs%20425g,https://www.google.com/search?tbm=isch&q=Aquamaster%20Aquamaster%20Artemia%20Cysts%20Brine%20Shrimp%20Eggs%20425g,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
