SKU,Handle,Title,Vendor,Collections,Bing_Image_Search,Google_Image_Search,Chosen_Image_URL,Source_File
BG30DOUBLESIDE9086,bg-30cm-double-side-9086-9087,30cm Double Side 9086/9087 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2030cm%20Double%20Side%209086/9087%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2030cm%20Double%20Side%209086/9087%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG40DOUBLESIDE9086,bg-40cm-double-side-9086-9087,40cm Double Side 9086/9087 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2040cm%20Double%20Side%209086/9087%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2040cm%20Double%20Side%209086/9087%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG50DOUBLESIDE9086,bg-50cm-double-side-9086-9087,50cm Double Side 9086/9087 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2050cm%20Double%20Side%209086/9087%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2050cm%20Double%20Side%209086/9087%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG60DOUBLESIDE9086,bg-60cm-double-side-9086-9087,60cm Double Side 9086/9087 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2060cm%20Double%20Side%209086/9087%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2060cm%20Double%20Side%209086/9087%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG70DOUBLESIDE9086,bg-70cm-double-side-9086-9087,70cm Double Side 9086/9087 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2070cm%20Double%20Side%209086/9087%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2070cm%20Double%20Side%209086/9087%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG80DOUBLESIDE9086,bg-80cm-double-side-9086-9087,80cm Double Side 9086/9087 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2080cm%20Double%20Side%209086/9087%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2080cm%20Double%20Side%209086/9087%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG30DOUBLESIDE9094,bg-30cm-double-side-9094-9095,30cm Double Side 9094/9095 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2030cm%20Double%20Side%209094/9095%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2030cm%20Double%20Side%209094/9095%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG40DOUBLESIDE9094,bg-40cm-double-side-9094-9095,40cm Double Side 9094/9095 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2040cm%20Double%20Side%209094/9095%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2040cm%20Double%20Side%209094/9095%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG50DOUBLESIDE9094,bg-50cm-double-side-9094-9095,50cm Double Side 9094/9095 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2050cm%20Double%20Side%209094/9095%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2050cm%20Double%20Side%209094/9095%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG60DOUBLESIDE9094,bg-60cm-double-side-9094-9095,60cm Double Side 9094/9095 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2060cm%20Double%20Side%209094/9095%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2060cm%20Double%20Side%209094/9095%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG70DOUBLESIDE9094,bg-70cm-double-side-9094-9095,70cm Double Side 9094/9095 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2070cm%20Double%20Side%209094/9095%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2070cm%20Double%20Side%209094/9095%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG80DOUBLESIDE9094,bg-80cm-double-side-9094-9095,80cm Double Side 9094/9095 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2080cm%20Double%20Side%209094/9095%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2080cm%20Double%20Side%209094/9095%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG30DOUBLESIDE9003,bg-30cm-double-side-9003-9028-white,30cm Double Side 9003/9028 White Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2030cm%20Double%20Side%209003/9028%20White%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2030cm%20Double%20Side%209003/9028%20White%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG40DOUBLESIDE9003,bg-40cm-double-side-9003-9028-white,40cm Double Side 9003/9028 White Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2040cm%20Double%20Side%209003/9028%20White%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2040cm%20Double%20Side%209003/9028%20White%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG50DOUBLESIDE9003,bg-50cm-double-side-9003-9028-white,50cm Double Side 9003/9028 White Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2050cm%20Double%20Side%209003/9028%20White%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2050cm%20Double%20Side%209003/9028%20White%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG60DOUBLESIDE9003,bg-60cm-double-side-9003-9028-white,60cm Double Side 9003/9028 White Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2060cm%20Double%20Side%209003/9028%20White%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2060cm%20Double%20Side%209003/9028%20White%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG70DOUBLESIDE9003,bg-70cm-double-side-9003-9028-white,70cm Double Side 9003/9028 White Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2070cm%20Double%20Side%209003/9028%20White%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2070cm%20Double%20Side%209003/9028%20White%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG80DOUBLESIDE9003,bg-80cm-double-side-9003-9028-white,80cm Double Side 9003/9028 White Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2080cm%20Double%20Side%209003/9028%20White%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2080cm%20Double%20Side%209003/9028%20White%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG30DOUBLESIDE9015,bg-30cm-double-side-9015-9017,30cm Double Side 9015/9017 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2030cm%20Double%20Side%209015/9017%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2030cm%20Double%20Side%209015/9017%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG40DOUBLESIDE9015,bg-40cm-double-side-9015-9017,40cm Double Side 9015/9017 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2040cm%20Double%20Side%209015/9017%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2040cm%20Double%20Side%209015/9017%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG50DOUBLESIDE9015,bg-50cm-double-side-9015-9017,50cm Double Side 9015/9017 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2050cm%20Double%20Side%209015/9017%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2050cm%20Double%20Side%209015/9017%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG60DOUBLESIDE9015,bg-60cm-double-side-9015-9017,60cm Double Side 9015/9017 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2060cm%20Double%20Side%209015/9017%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2060cm%20Double%20Side%209015/9017%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG70DOUBLESIDE9015,bg-70cm-double-side-9015-9017,70cm Double Side 9015/9017 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2070cm%20Double%20Side%209015/9017%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2070cm%20Double%20Side%209015/9017%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG80DOUBLESIDE9015,bg-80cm-double-side-9015-9017,80cm Double Side 9015/9017 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2080cm%20Double%20Side%209015/9017%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2080cm%20Double%20Side%209015/9017%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG30DOUBLESIDE8009,bg-30cm-double-side-8009-8010,30cm Double Side 8009/8010 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2030cm%20Double%20Side%208009/8010%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2030cm%20Double%20Side%208009/8010%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG40DOUBLESIDE8009,bg-40cm-double-side-8009-8010,40cm Double Side 8009/8010 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2040cm%20Double%20Side%208009/8010%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2040cm%20Double%20Side%208009/8010%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG50DOUBLESIDE8009,bg-50cm-double-side-8009-8010,50cm Double Side 8009/8010 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2050cm%20Double%20Side%208009/8010%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2050cm%20Double%20Side%208009/8010%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG60DOUBLESIDE8009,bg-60cm-double-side-8009-8010,60cm Double Side 8009/8010 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2060cm%20Double%20Side%208009/8010%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2060cm%20Double%20Side%208009/8010%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG70DOUBLESIDE8009,bg-70cm-double-side-8009-8010,70cm Double Side 8009/8010 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2070cm%20Double%20Side%208009/8010%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2070cm%20Double%20Side%208009/8010%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG80DOUBLESIDE8009,bg-80cm-double-side-8009-8010,80cm Double Side 8009/8010 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2080cm%20Double%20Side%208009/8010%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2080cm%20Double%20Side%208009/8010%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG30DOUBLESIDE8019,bg-30cm-double-side-8019-8020,30cm Double Side 8019/8020 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2030cm%20Double%20Side%208019/8020%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2030cm%20Double%20Side%208019/8020%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG40DOUBLESIDE8019,bg-40cm-double-side-8019-8020,40cm Double Side 8019/8020 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2040cm%20Double%20Side%208019/8020%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2040cm%20Double%20Side%208019/8020%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG50DOUBLESIDE8019,bg-50cm-double-side-8019-8020,50cm Double Side 8019/8020 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2050cm%20Double%20Side%208019/8020%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2050cm%20Double%20Side%208019/8020%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG60DOUBLESIDE8019,bg-60cm-double-side-8019-8020,60cm Double Side 8019/8020 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2060cm%20Double%20Side%208019/8020%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2060cm%20Double%20Side%208019/8020%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG70DOUBLESIDE8019,bg-70cm-double-side-8019-8020,70cm Double Side 8019/8020 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2070cm%20Double%20Side%208019/8020%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2070cm%20Double%20Side%208019/8020%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
BG80DOUBLESIDE8019,bg-80cm-double-side-8019-8020,80cm Double Side 8019/8020 Background,Aquatic,Backgrounds,https://www.bing.com/images/search?q=Aquatic%2080cm%20Double%20Side%208019/8020%20Background,https://www.google.com/search?tbm=isch&q=Aquatic%2080cm%20Double%20Side%208019/8020%20Background,,AquaCube_05_Hardscape_Decorations_SHOPIFY_COLLECTIONS.csv
DRTANKALL250,dr-tank-all-in-one-fertilizer-np-zero-250ml,DR Tank All in One Fertilizer NP Zero 250ml,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20All%20in%20One%20Fertilizer%20NP%20Zero%20250ml,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20All%20in%20One%20Fertilizer%20NP%20Zero%20250ml,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKCOMP250,dr-tank-complete-comprehensive-fertilizer-250ml,DR Tank Complete Comprehensive Fertilizer 250ml,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Complete%20Comprehensive%20Fertilizer%20250ml,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Complete%20Comprehensive%20Fertilizer%20250ml,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKE1,dr-tank-e1-method-fast-growth-250ml,DR Tank E1 Method Fast Growth 250ml,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20E1%20Method%20Fast%20Growth%20250ml,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20E1%20Method%20Fast%20Growth%20250ml,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKALGAE,dr-tank-algae-lite-remover-250ml,DR Tank ALGAE lite Remover 250ml,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20ALGAE%20lite%20Remover%20250ml,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20ALGAE%20lite%20Remover%20250ml,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKPLAN,dr-tank-planarian-remover-100ml,DR Tank Planarian Remover 100ml,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Planarian%20Remover%20100ml,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Planarian%20Remover%20100ml,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKSNAIL,dr-tank-snail-remover-100ml,DR Tank Snail Remover 100ml,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Snail%20Remover%20100ml,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Snail%20Remover%20100ml,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKBBA,dr-tank-bba-remover,DR Tank BBA Remover,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20BBA%20Remover,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20BBA%20Remover,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKSTAGHORN,dr-tank-staghorn-algae-remover,DR Tank Staghorn Algae Remover,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Staghorn%20Algae%20Remover,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Staghorn%20Algae%20Remover,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKCLADOPHORA,dr-tank-cladophora-algae-remover,DR Tank Cladophora Algae Remover,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Cladophora%20Algae%20Remover,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Cladophora%20Algae%20Remover,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKBGA,dr-tank-bga-remover,DR Tank BGA Remover,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20BGA%20Remover,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20BGA%20Remover,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT1,dr-tank-t1-biobacter-tabs,DR Tank T1 BioBacter Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T1%20BioBacter%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T1%20BioBacter%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT2,dr-tank-t2-chlorfree-tabs,DR Tank T2 ChlorFree Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T2%20ChlorFree%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T2%20ChlorFree%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT3,dr-tank-t3-2-co2-fertilizer-tabs-100pcs,DR Tank T3-2 CO2 Fertilizer Tabs 100pcs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T3-2%20CO2%20Fertilizer%20Tabs%20100pcs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T3-2%20CO2%20Fertilizer%20Tabs%20100pcs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT4,dr-tank-t4-black-brush-algae-remover-tabs,DR Tank T4 Black Brush Algae Remover Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T4%20Black%20Brush%20Algae%20Remover%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T4%20Black%20Brush%20Algae%20Remover%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT5,dr-tank-t5-algae-remover-tabs,DR Tank T5 Algae Remover Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T5%20Algae%20Remover%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T5%20Algae%20Remover%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT6,dr-tank-t6-crystal-water-tabs,DR Tank T6 Crystal Water Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T6%20Crystal%20Water%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T6%20Crystal%20Water%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT7,dr-tank-t7-snail-remover-tabs,DR Tank T7 Snail Remover Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T7%20Snail%20Remover%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T7%20Snail%20Remover%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT8,dr-tank-t8-blue-green-algae-zero-tabs,DR Tank T8 Blue Green Algae ZERO Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T8%20Blue%20Green%20Algae%20ZERO%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T8%20Blue%20Green%20Algae%20ZERO%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT9,dr-tank-t9-planarian-zero-tabs,DR Tank T9 Planarian Zero Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T9%20Planarian%20Zero%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T9%20Planarian%20Zero%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT12,dr-tank-t12-white-spot-out-tabs,DR Tank T12 White Spot OUT Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T12%20White%20Spot%20OUT%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T12%20White%20Spot%20OUT%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKT13,dr-tank-t13-fish-waste-removal-tabs,DR Tank T13 Fish Waste Removal Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20T13%20Fish%20Waste%20Removal%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20T13%20Fish%20Waste%20Removal%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKEXG50,dr-tank-exg50-fast-growth-tabs,DR Tank EXG50 Fast Growth Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20EXG50%20Fast%20Growth%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20EXG50%20Fast%20Growth%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKEXV50,dr-tank-exv50-slower-growth-tabs,DR Tank EXV50 Slower Growth Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20EXV50%20Slower%20Growth%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20EXV50%20Slower%20Growth%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKBIO,dr-tank-biobacteria-stick,DR Tank BioBacteria Stick,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20BioBacteria%20Stick,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20BioBacteria%20Stick,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKSPROUT,dr-tank-sprout-stick,DR Tank Sprout Stick,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Sprout%20Stick,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Sprout%20Stick,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKVIVID,dr-tank-vivid-stick,DR Tank Vivid Stick,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Vivid%20Stick,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Vivid%20Stick,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKIRON,dr-tank-iron-stick,DR Tank Iron Stick,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Iron%20Stick,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Iron%20Stick,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKTRACK,dr-tank-track-stick,DR Tank Track Stick,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20DR%20Tank%20Track%20Stick,https://www.google.com/search?tbm=isch&q=DRTank%20DR%20Tank%20Track%20Stick,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
DRTANKN,dr-tank-n-nitrogen-tabs,Dr TANK N Nitrogen Tabs,DRTank,Water Treatment,https://www.bing.com/images/search?q=DRTank%20Dr%20TANK%20N%20Nitrogen%20Tabs,https://www.google.com/search?tbm=isch&q=DRTank%20Dr%20TANK%20N%20Nitrogen%20Tabs,,AquaCube_06_DR_Tank_Fertilizers_SHOPIFY_COLLECTIONS.csv
VOONLINE071,voonline-vl071-special-detergent-200ml,Voonline VL071 Special Detergent 200ml,Voonline,Maintenance,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL071%20Special%20Detergent%20200ml,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL071%20Special%20Detergent%20200ml,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE050,voonline-vl050-aquarium-landscaping-sand,Voonline VL050 Aquarium Landscaping Sand,Voonline,Substrate,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL050%20Aquarium%20Landscaping%20Sand,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL050%20Aquarium%20Landscaping%20Sand,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE051,voonline-vl051-aquarium-landscaping-sand,Voonline VL051 Aquarium Landscaping Sand,Voonline,Substrate,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL051%20Aquarium%20Landscaping%20Sand,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL051%20Aquarium%20Landscaping%20Sand,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE052,voonline-vl052-aquarium-landscaping-sand,Voonline VL052 Aquarium Landscaping Sand,Voonline,Substrate,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL052%20Aquarium%20Landscaping%20Sand,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL052%20Aquarium%20Landscaping%20Sand,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
VOONLINE053,voonline-vl053-aquarium-landscaping-rocks,Voonline VL053 Aquarium Landscaping Rocks,Voonline,Hardscape,https://www.bing.com/images/search?q=Voonline%20Voonline%20VL053%20Aquarium%20Landscaping%20Rocks,https://www.google.com/search?tbm=isch&q=Voonline%20Voonline%20VL053%20Aquarium%20Landscaping%20Rocks,,AquaCube_07_Voonline_Crash_Accessories_SHOPIFY_COLLECTIONS.csv
